"","FIPS","num_icu_beds"
"1054",27007,22
"1055",27011,0
"1056",27013,15
"1057",27015,4
"1058",27017,6
"1059",27019,8
"1060",27021,0
"1061",27023,0
"1062",27025,6
"1063",27029,0
"1064",27031,0
"1065",27033,0
"1066",27035,14
"1067",27037,12
"1068",27041,8
"1069",27043,4
"1070",27047,12
"1071",27049,4
"1072",27051,0
"1073",27053,365
"1074",27057,5
"1075",27059,0
"1076",27061,6
"1077",27063,0
"1078",27065,3
"1079",27067,8
"1080",27069,0
"1081",27071,0
"1082",27073,0
"1083",27075,0
"1084",27077,0
"1085",27079,0
"1086",27081,2
"1087",27083,4
"1088",27085,0
"1089",27087,0
"1090",27089,0
"1091",27091,0
"1092",27093,0
"1093",27095,4
"1094",27097,0
"1095",27101,4
"1096",27103,0
"1097",27105,7
"1098",27107,0
"1099",27109,165
"1100",27111,0
"1101",27113,0
"1102",27115,0
"1103",27117,0
"1104",27119,2
"1105",27121,2
"1106",27123,148
"1107",27127,0
"1108",27129,4
"1109",27131,4
"1110",27133,0
"1111",27135,0
"1112",27137,80
"1113",27139,0
"1114",27143,0
"1115",27145,77
"1116",27147,0
"1117",27149,4
"1118",27151,2
"1119",27153,3
"1120",27155,0
"1121",27157,0
"1122",27159,2
"1123",27161,0
"1124",27163,31
"1125",27165,0
"1126",27167,0
"1127",27169,8
"1128",27171,0
"1129",27173,2
"1130",28001,8
"1131",28003,24
"1132",28007,0
"1133",28011,8
"1134",28013,0
"1135",28017,0
"1136",28019,0
"1137",28021,0
"1138",28023,0
"1139",28025,6
"1140",28027,10
"1141",28029,0
"1142",28031,0
"1143",28033,93
"1144",28035,48
"1145",28037,0
"1146",28039,6
"1147",28041,0
"1148",28043,9
"1149",28045,12
"1150",28047,57
"1151",28049,191
"1152",28051,0
"1153",28055,16
"1154",28059,48
"1155",28061,0
"1156",28063,0
"1157",28065,0
"1158",28067,13
"1159",28069,0
"1160",28071,48
"1161",28073,12
"1162",28075,51
"1163",28077,0
"1164",28079,0
"1165",28081,50
"1166",28083,16
"1167",28085,8
"1168",28087,18
"1169",28089,7
"1170",28091,6
"1171",28093,0
"1172",28095,9
"1173",28097,0
"1174",28099,0
"1175",28103,0
"1176",28105,6
"1177",28107,6
"1178",28109,6
"1179",28111,0
"1180",28113,28
"1181",28115,0
"1182",28117,10
"1183",28121,17
"1184",28123,0
"1185",28125,0
"1186",28127,0
"1187",28129,0
"1188",28131,0
"1189",28133,0
"1190",28135,0
"1191",28137,0
"1192",28139,0
"1193",28141,0
"1194",28145,8
"1195",28147,0
"1196",28149,36
"1197",28151,0
"1198",28153,6
"1199",28155,0
"1200",28157,0
"1201",28159,0
"1202",28161,0
"1203",28163,0
"1204",29001,10
"1205",29005,0
"1206",29007,9
"1207",29009,0
"1208",29011,0
"1209",29013,10
"1210",29019,134
"1211",29021,21
"1212",29023,14
"1213",29027,0
"1214",29029,40
"1215",29031,52
"1216",29033,0
"1217",29037,9
"1218",29039,0
"1219",29047,60
"1220",29049,5
"1221",29051,19
"1222",29053,0
"1223",29065,0
"1224",29071,53
"1225",29073,0
"1226",29075,0
"1227",29077,155
"1228",29079,0
"1229",29081,0
"1230",29083,8
"1231",29091,12
"1232",29093,0
"1233",29095,274
"1234",29097,84
"1235",29099,20
"1236",29101,8
"1237",29105,4
"1238",29107,4
"1239",29109,0
"1240",29113,4
"1241",29115,0
"1242",29117,4
"1243",29121,0
"1244",29123,4
"1245",29127,8
"1246",29145,4
"1247",29147,2
"1248",29155,7
"1249",29157,3
"1250",29159,9
"1251",29161,12
"1252",29163,0
"1253",29165,8
"1254",29167,8
"1255",29169,0
"1256",29171,0
"1257",29175,8
"1258",29177,0
"1259",29183,48
"1260",29185,0
"1261",29186,0
"1262",29187,10
"1263",29189,362
"1264",29195,7
"1265",29199,2
"1266",29201,12
"1267",29207,4
"1268",29211,0
"1269",29213,18
"1270",29215,4
"1271",29217,6
"1272",29221,0
"1273",29510,377
"1274",30001,0
"1275",30003,0
"1276",30005,0
"1277",30007,0
"1278",30009,0
"1279",30011,0
"1280",30013,53
"1281",30015,0
"1282",30017,0
"1283",30019,0
"1284",30021,3
"1285",30023,3
"1286",30025,0
"1287",30027,0
"1288",30029,22
"1289",30031,8
"1290",30033,0
"1291",30035,0
"1292",30039,0
"1293",30041,6
"1294",30047,0
"1295",30049,8
"1296",30051,0
"1297",30053,3
"1298",30055,0
"1299",30057,0
"1300",30059,0
"1301",30061,0
"1302",30063,42
"1303",30065,0
"1304",30067,4
"1305",30071,0
"1306",30073,0
"1307",30077,0
"1308",30079,0
"1309",30081,5
"1310",30083,3
"1311",30085,1
"1312",30087,0
"1313",30089,2
"1314",30091,0
"1315",30093,11
"1316",30095,0
"1317",30097,0
"1318",30099,0
"1319",30101,2
"1320",30105,0
"1321",30107,0
"1322",30111,75
"1323",31001,0
"1324",31003,0
"1325",31011,0
"1326",31013,0
"1327",31015,0
"1328",31017,0
"1329",31019,24
"1330",31021,0
"1331",31023,0
"1332",31029,0
"1333",31031,0
"1334",31033,4
"1335",31037,0
"1336",31039,0
"1337",31041,0
"1338",31045,2
"1339",31047,2
"1340",31053,8
"1341",31055,359
"1342",31057,0
"1343",31059,0
"1344",31061,0
"1345",31065,0
"1346",31067,3
"1347",31069,0
"1348",31079,16
"1349",31081,0
"1350",31083,0
"1351",31089,0
"1352",31093,0
"1353",31095,0
"1354",31097,0
"1355",31099,0
"1356",31101,0
"1357",31105,0
"1358",31107,0
"1359",31109,154
"1360",31111,16
"1361",31119,4
"1362",31121,0
"1363",31123,0
"1364",31125,0
"1365",31127,0
"1366",31129,1
"1367",31131,0
"1368",31133,0
"1369",31135,0
"1370",31137,0
"1371",31139,0
"1372",31141,0
"1373",31143,0
"1374",31145,0
"1375",31147,0
"1376",31149,0
"1377",31151,0
"1378",31153,8
"1379",31155,0
"1380",31157,20
"1381",31159,0
"1382",31161,0
"1383",31169,0
"1384",31173,0
"1385",31175,0
"1386",31177,0
"1387",31179,0
"1388",31181,1
"1389",31185,1
"1390",32001,4
"1391",32003,180
"1392",32005,4
"1393",32007,7
"1394",32013,0
"1395",32015,0
"1396",32017,0
"1397",32019,0
"1398",32021,0
"1399",32023,0
"1400",32027,0
"1401",32031,114
"1402",32033,0
"1403",32510,24
"1404",33001,6
"1405",33003,5
"1406",33005,10
"1407",33007,5
"1408",33009,58
"1409",33011,114
"1410",33013,24
"1411",33015,10
"1412",33017,37
"1413",33019,0
"1414",34001,46
"1415",34003,148
"1416",34005,64
"1417",34007,183
"1418",34009,16
"1419",34011,36
"1420",34013,237
"1421",34015,14
"1422",34017,44
"1423",34019,0
"1424",34021,92
"1425",34023,178
"1426",34025,142
"1427",34027,66
"1428",34029,78
"1429",34031,90
"1430",34033,19
"1431",34035,28
"1432",34037,10
"1433",34039,80
"1434",34041,20
"1435",35001,167
"1436",35005,2
"1437",35006,4
"1438",35007,4
"1439",35009,7
"1440",35013,24
"1441",35015,12
"1442",35017,6
"1443",35019,0
"1444",35025,7
"1445",35027,4
"1446",35028,6
"1447",35029,0
"1448",35031,0
"1449",35035,10
"1450",35037,0
"1451",35039,4
"1452",35041,0
"1453",35043,11
"1454",35045,22
"1455",35047,0
"1456",35049,18
"1457",35051,0
"1458",35053,0
"1459",35055,0
"1460",35059,0
"1461",36001,143
"1462",36003,6
"1463",36005,290
"1464",36007,48
"1465",36009,14
"1466",36011,10
"1467",36013,14
"1468",36015,20
"1469",36017,5
"1470",36019,28
"1471",36021,0
"1472",36023,12
"1473",36025,0
"1474",36027,31
"1475",36029,291
"1476",36031,0
"1477",36033,12
"1478",36035,8
"1479",36037,10
"1480",36043,0
"1481",36045,10
"1482",36047,279
"1483",36049,6
"1484",36051,8
"1485",36053,6
"1486",36055,154
"1487",36057,8
"1488",36059,408
"1489",36061,897
"1490",36063,20
"1491",36065,50
"1492",36067,183
"1493",36069,27
"1494",36071,38
"1495",36073,0
"1496",36075,8
"1497",36077,0
"1498",36079,10
"1499",36081,126
"1500",36083,24
"1501",36085,156
"1502",36087,19
"1503",36089,6
"1504",36091,19
"1505",36093,56
"1506",36095,0
"1507",36097,4
"1508",36101,8
"1509",36103,288
"1510",36105,6
"1511",36109,8
"1512",36111,0
"1513",36113,22
"1514",36117,9
"1515",36119,175
"1516",36121,0
"1517",36123,3
"1518",37001,20
"1519",37005,0
"1520",37007,0
"1521",37009,0
"1522",37011,0
"1523",37013,0
"1524",37015,0
"1525",37017,0
"1526",37019,0
"1527",37021,77
"1528",37023,16
"1529",37025,92
"1530",37027,12
"1531",37031,10
"1532",37035,40
"1533",37037,4
"1534",37039,6
"1535",37041,4
"1536",37045,18
"1537",37047,9
"1538",37049,15
"1539",37051,73
"1540",37055,0
"1541",37057,16
"1542",37059,0
"1543",37061,5
"1544",37063,241
"1545",37065,8
"1546",37067,66
"1547",37071,113
"1548",37077,6
"1549",37081,28
"1550",37083,0
"1551",37085,10
"1552",37087,0
"1553",37089,19
"1554",37091,7
"1555",37093,4
"1556",37097,16
"1557",37099,0
"1558",37101,14
"1559",37105,8
"1560",37107,14
"1561",37109,48
"1562",37111,5
"1563",37113,8
"1564",37117,0
"1565",37119,224
"1566",37121,6
"1567",37123,0
"1568",37125,44
"1569",37127,23
"1570",37129,45
"1571",37133,12
"1572",37135,102
"1573",37139,10
"1574",37141,0
"1575",37145,6
"1576",37147,124
"1577",37149,6
"1578",37151,10
"1579",37155,25
"1580",37157,9
"1581",37159,6
"1582",37161,9
"1583",37163,8
"1584",37165,8
"1585",37167,10
"1586",37169,0
"1587",37171,18
"1588",37173,0
"1589",37175,0
"1590",37179,24
"1591",37181,0
"1592",37183,175
"1593",37187,0
"1594",37189,16
"1595",37191,16
"1596",37193,8
"1597",37195,14
"1598",38001,0
"1599",38003,0
"1600",38009,0
"1601",38011,0
"1602",38015,60
"1603",38017,109
"1604",38019,0
"1605",38021,0
"1606",38023,0
"1607",38029,0
"1608",38031,0
"1609",38035,22
"1610",38037,0
"1611",38039,0
"1612",38051,3
"1613",38053,0
"1614",38055,0
"1615",38057,0
"1616",38059,0
"1617",38061,0
"1618",38063,0
"1619",38067,0
"1620",38069,0
"1621",38071,3
"1622",38073,0
"1623",38079,0
"1624",38085,0
"1625",38089,4
"1626",38093,3
"1627",38095,0
"1628",38097,0
"1629",38099,0
"1630",38101,27
"1631",38103,0
"1632",38105,0
"1633",39001,0
"1634",39003,61
"1635",39005,8
"1636",39007,19
"1637",39009,8
"1638",39011,2
"1639",39013,5
"1640",39017,38
"1641",39021,0
"1642",39023,0
"1643",39025,61
"1644",39027,0
"1645",39029,0
"1646",39031,7
"1647",39033,0
"1648",39035,720
"1649",39037,6
"1650",39039,7
"1651",39041,6
"1652",39043,0
"1653",39045,20
"1654",39047,6
"1655",39049,619
"1656",39051,3
"1657",39053,14
