FIPS,State,County,population,hospitalizations_per_case,severe_cases_rate,critical_case_rate,case_fatality_rate
18033,Indiana,DeKalb County,42704,0.0718531050955414,0.0504935176564256,0.0213595874391158,0.00794281191457475
18035,Indiana,Delaware County,115616,0.0713535410323831,0.0482587211112649,0.0230948199211182,0.00901488444505951
18037,Indiana,Dubois County,42418,0.0760160545051629,0.052169536564666,0.023846517940497,0.00906020463010986
18039,Indiana,Elkhart County,203604,0.0656636510088211,0.0456913632590715,0.0199722877497495,0.00765182570087032
18041,Indiana,Fayette County,23259,0.0819416139988822,0.0550557493443398,0.0268858646545423,0.0103173842383593
18043,Indiana,Floyd County,76809,0.0728594435547918,0.0509017981226158,0.0219576454321759,0.00828046765353019
18045,Indiana,Fountain County,16486,0.0814885963848114,0.0551642567026568,0.0263243396821546,0.0100773638238505
18047,Indiana,Franklin County,22842,0.0773016811137379,0.0535667325102881,0.0237349486034498,0.0090004439190964
18049,Indiana,Fulton County,20212,0.0794617553928359,0.0536712197209579,0.0257905356718781,0.00973930239461706
18051,Indiana,Gibson County,33596,0.0751607036551971,0.0517706702285986,0.0233900334265984,0.00889106203119419
18053,Indiana,Grant County,66944,0.0784429971319312,0.0526738600472036,0.0257691370847275,0.00999480252151052
18055,Indiana,Greene County,32295,0.0821481653506735,0.0553143125561232,0.0268338527945502,0.0104406793621304
18057,Indiana,Hamilton County,316095,0.0613462756449802,0.0447725483952609,0.0165737272497192,0.0062038154985052
18059,Indiana,Hancock County,73830,0.0725555194365434,0.0511955519165651,0.0213599675199783,0.0080755958282541
18061,Indiana,Harrison County,39712,0.0775997935132957,0.0538754060485496,0.0237243874647462,0.00885304693795326
18063,Indiana,Hendricks County,160940,0.0658066049459426,0.0470294543929415,0.0187771505530011,0.00701629886914378
18065,Indiana,Henry County,48483,0.0796768764309139,0.0542492657632572,0.0254276106676567,0.00978441763092218
18067,Indiana,Howard County,82387,0.0795349266267736,0.053788773386578,0.0257461532401957,0.00989277871508854
18069,Indiana,Huntington County,36378,0.0753444664357579,0.0522646217768981,0.0230798446588598,0.00877834900214415
18071,Indiana,Jackson County,43938,0.0725889890299968,0.0500099250534845,0.0225790639765124,0.00878943693386135
18073,Indiana,Jasper County,33449,0.0750455021076863,0.0516314266794224,0.0234140754282639,0.00892460641573739
18075,Indiana,Jay County,20993,0.0756341161339494,0.0512683001476683,0.0243658159862811,0.0094235840518268
18077,Indiana,Jefferson County,32237,0.0755727269907249,0.052572280392096,0.0230004465986289,0.00867201724726246
18079,Indiana,Jennings County,27727,0.0729502650845746,0.0515963608396148,0.0213539042449598,0.00780323872038086
18081,Indiana,Johnson County,151564,0.0674420640785411,0.0478491918661424,0.0195928722123987,0.00735091881977251
18083,Indiana,Knox County,37409,0.0737630784035927,0.0507347625705044,0.0230283158330883,0.00865366623005159
18085,Indiana,Kosciusko County,78806,0.0717039057939751,0.0500215438418395,0.0216823619521356,0.00816437936197751
18087,Indiana,LaGrange County,38942,0.0611389502336809,0.0430250231626522,0.0181139270710287,0.00658952390734939
18089,Indiana,Lake County,486849,0.0724095089031712,0.0500687295999376,0.0223407793032337,0.00846687662909855
18091,Indiana,LaPorte County,110552,0.0753853028439106,0.052577218666329,0.0228080841775816,0.00847027263188364
18093,Indiana,Lawrence County,45619,0.0811809553037112,0.0550954919222254,0.0260854633814858,0.0100132085315329
18095,Indiana,Madison County,129505,0.0766825836840276,0.0523947813289062,0.0242878023551214,0.00928389575692058
18097,Indiana,Marion County,944523,0.0620612489055322,0.044436763716712,0.0176244851888202,0.00658310457236086
18099,Indiana,Marshall County,46595,0.0751542654791287,0.0508060314411418,0.0243482340379869,0.00932381757699324
18101,Indiana,Martin County,10210,0.0797262487757101,0.0543950377081293,0.0253312110675808,0.00967925563173359
18103,Indiana,Miami County,35901,0.0745788139606139,0.0515854638032367,0.0229933501573772,0.00891087044929111
18105,Indiana,Monroe County,145403,0.0586174906982662,0.041128313060941,0.0174891776373252,0.00665415486613069
18107,Indiana,Montgomery County,38276,0.0766767687323649,0.0522710534799875,0.0244057152523775,0.00945118925697565
18109,Indiana,Morgan County,69727,0.0747222453282086,0.0525890947982847,0.0221331505299238,0.00823984195505328
18111,Indiana,Newton County,14018,0.0801214153231559,0.055463558567556,0.0246578567555999,0.00913762448280782
18113,Indiana,Noble County,47451,0.0706391224631725,0.0498089466186171,0.0208301758445554,0.00767537796885208
18115,Indiana,Ohio County,5887,0.0878776966196705,0.0605268165449295,0.027350880074741,0.0106042024800408
18117,Indiana,Orange County,19547,0.0790819563104313,0.05433397063488,0.0247479856755512,0.00943055814191436
18119,Indiana,Owen County,20878,0.0816940319954019,0.0571363601877575,0.0245576718076444,0.00894431842130472
18121,Indiana,Parke County,16996,0.0794188044245705,0.0547035975523653,0.0247152068722052,0.00931130736643916
18123,Indiana,Perry County,19141,0.0789874092262682,0.0536160724622538,0.0253713367640144,0.00958474269891855
18125,Indiana,Pike County,12411,0.0838897751994199,0.0566609303037628,0.0272288448956571,0.0106209217629522
18127,Indiana,Porter County,168041,0.0728148904136491,0.0509672636023351,0.0218476268113139,0.00817947381888944
18129,Indiana,Posey County,25589,0.078693774668803,0.0548674265895502,0.0238263480792528,0.00895705654773536
18131,Indiana,Pulaski County,12660,0.0807028436018957,0.0546331290679305,0.0260697145339652,0.00989049763033175
18133,Indiana,Putnam County,37559,0.0722250059905748,0.0504313005671077,0.0217937054234671,0.00834566628504486
18135,Indiana,Randolph County,25076,0.0810799170521614,0.0546034001834423,0.0264765168687191,0.0101754450470569
18137,Indiana,Ripley County,28425,0.0765864907651715,0.0522104100967458,0.0243760806684257,0.00967723131046614
18139,Indiana,Rush County,16704,0.0785131106321839,0.0533802104286399,0.0251329002035441,0.00984888409961686
18141,Indiana,St. Joseph County,269240,0.0697355333531422,0.0479541033018868,0.0217814300512554,0.00820613957807161
18143,Indiana,Scott County,23743,0.0738755843827655,0.0518925531314493,0.0219830312513162,0.00817534768142189
18145,Indiana,Shelby County,44399,0.075290637176513,0.0527082379332868,0.0225823992432262,0.00843517646793847
18147,Indiana,Spencer County,20526,0.0815493520413135,0.0557343817597194,0.0258149702815941,0.00986656143427848
